vehicle_id,timestamp,latitude,longitude,speed,event_type,braking_event,collision_alert,lane_change
UIG-3750,2023-09-23 04:40:11.040405,-43.781112297602604,-67.25283496400723,17.27,normal,0,0,0
P35-12C,2024-06-28 09:41:18.180416,13.067456255614957,-169.03537446303676,82.47,lane_change,0,0,1
ET3 1852,2023-11-18 19:09:33.958111,49.24032128964578,34.53783845787859,53.53,lane_change,0,0,1
ZXK-695,2024-06-26 02:26:08.374626,-11.191701562277771,156.86304062935665,76.65,lane_change,0,0,1
0KIM457,2024-08-05 17:46:55.253240,-31.21620682375189,-52.89675801553287,105.09,braking,1,0,0
080008,2024-07-07 11:22:10.278865,41.32073539274671,-64.97622847114282,22.08,collision,0,1,0
MRW 898,2024-03-05 11:41:31.431562,-81.70535507409947,145.21905745737786,62.03,lane_change,0,0,1
KYJ 347,2024-09-08 05:46:20.580531,31.91099273226898,-168.69429027674752,88.81,collision,0,1,0
74-89869,2024-06-16 14:07:18.552111,87.37550983094243,-148.48648078727894,48.75,braking,1,0,0
Z25-96O,2024-07-07 06:41:29.768479,38.970246512784456,175.77011327288074,6.57,collision,0,1,0
MOM-3944,2024-04-29 12:35:12.305604,-34.69173605529898,34.391658459612785,29.88,lane_change,0,0,1
044K8,2023-09-21 01:25:14.518559,-29.694514501178325,-143.84435918714158,86.55,lane_change,0,0,1
33D•255,2024-05-20 17:27:02.694294,-7.673998245465441,23.002846745956674,105.14,braking,1,0,0
75-G329,2023-10-17 22:51:09.715708,30.987811991641593,15.301612379822416,72.11,normal,0,0,0
773 2388,2024-02-03 20:24:25.209448,66.54753946873836,58.94478364618669,21.09,braking,1,0,0
448 IHG,2023-11-11 09:48:11.706151,-33.91732034754481,-152.52138301425555,119.26,braking,1,0,0
RVL 995,2024-07-15 06:38:19.037426,51.61403631709214,-40.16682622473638,50.26,lane_change,0,0,1
06N JL8,2024-05-02 19:45:49.492315,-85.58856652004116,5.064463630101869,78.02,normal,0,0,0
852 JUM,2024-01-08 10:57:20.498943,-46.27978966898143,-94.2536058673965,52.17,braking,1,0,0
327 UFD,2024-06-26 06:17:35.235219,46.2750467832559,-165.96669997691046,80.65,collision,0,1,0
BUX 378,2023-09-22 05:53:37.127067,16.495807033301674,125.8202139894762,50.05,lane_change,0,0,1
954 9489,2024-02-22 10:48:45.625926,44.862506417721704,50.530585979663925,4.58,normal,0,0,0
690 IAQ,2023-10-31 21:03:01.425914,-79.44770476131077,-166.85537504893168,58.48,normal,0,0,0
751 OHJ,2024-03-07 05:15:21.771941,-36.25313646437337,33.94312539370591,55.69,collision,0,1,0
333-XRA,2023-12-05 13:50:42.501529,-13.809280305471091,-84.9163396910928,115.06,normal,0,0,0
ROZ-0385,2024-08-01 16:31:22.579467,52.226201728217745,-51.87312100559592,33.14,collision,0,1,0
3YI9090,2024-08-14 01:23:13.636298,-29.23742359134745,-18.96968737358867,29.33,normal,0,0,0
A76 8KX,2023-12-12 10:59:08.862153,87.35732906034781,-114.94492750929359,59.34,normal,0,0,0
0TU55,2024-07-22 12:02:03.427084,-18.195152428422745,145.35735819434603,37.75,normal,0,0,0
867 TVU,2024-07-31 00:33:59.519188,85.84410093777302,131.89500652617784,82.61,lane_change,0,0,1
11OZ1,2024-05-04 08:11:14.046144,-9.352175971231418,-26.720089220195064,52.71,normal,0,0,0
64JG146,2023-11-22 15:58:05.976655,-63.13892672332566,124.27728364600443,25.29,normal,0,0,0
550RYL,2024-08-21 04:23:12.413259,11.440933185713675,-124.92856868853755,105.85,collision,0,1,0
7ER 707,2024-07-15 06:09:03.425123,45.63080310433065,-0.9200054724654763,104.37,braking,1,0,0
294 XHF,2023-12-09 22:05:45.763470,48.892895707152945,89.4753037582841,58.01,braking,1,0,0
31P 064,2023-12-25 12:08:06.590530,-34.131434539242925,158.07868389213485,89.08,lane_change,0,0,1
KIK 033,2024-01-12 15:44:32.970657,73.79411161417596,82.3870718942162,57.85,collision,0,1,0
76-30493,2024-06-03 18:36:02.630294,60.376920666603525,102.27507200309458,6.06,normal,0,0,0
928 6EZ,2024-02-05 14:41:12.792969,54.442179730249535,121.74251735473837,82.61,collision,0,1,0
406 XCC,2023-12-27 09:19:23.960282,19.660426829598066,123.58370346484139,2.45,braking,1,0,0
KUK 096,2024-04-11 13:53:29.415788,43.80340207845117,57.56989549496683,45.54,normal,0,0,0
N84 6OC,2024-03-23 07:27:55.746555,50.04111256964535,100.45326827866057,11.86,braking,1,0,0
FT 7976,2024-07-18 17:53:21.174574,-5.8526876580907725,113.56757836750694,40.96,normal,0,0,0
55JS7,2024-07-18 12:56:09.081029,-46.021302401351434,-68.8247293515522,48.69,lane_change,0,0,1
714 FYU,2024-08-03 09:07:04.819337,89.31752963240163,145.73938196743347,83.5,collision,0,1,0
989 DP2,2024-05-13 13:14:53.100948,-32.054499776824805,-112.04627322639385,79.35,lane_change,0,0,1
6-55301,2024-07-20 03:25:05.855387,-25.56939094934428,-0.028995681376358107,38.86,collision,0,1,0
265 USW,2024-01-11 02:22:50.145375,28.992898628864452,122.19342505251257,83.13,lane_change,0,0,1
DAH6842,2024-01-26 03:02:37.335187,78.71687304569798,60.41134574136527,84.08,collision,0,1,0
YJ5 8526,2024-04-17 10:34:51.614190,-57.560440175126715,131.92564376456932,79.28,braking,1,0,0
732-DGI,2024-02-28 05:09:37.397181,88.68469312193679,105.83471403353605,36.31,normal,0,0,0
88X C55,2024-01-29 14:17:29.918050,38.77704490048586,171.7647734269076,53.05,braking,1,0,0
WTP 847,2024-03-10 06:24:49.613199,17.410754147059308,117.982074110045,103.7,normal,0,0,0
LZ5 E8A,2024-04-09 22:41:22.197916,-65.25882144372558,171.75765203870998,82.03,braking,1,0,0
074E,2024-03-15 00:50:11.337560,-53.41452923901106,157.7793792691018,111.93,collision,0,1,0
W24 8CQ,2024-01-08 19:14:31.497600,-39.239873955555176,-46.95108718697708,101.59,normal,0,0,0
DNB 799,2024-07-23 11:35:25.588898,-89.18956994075062,61.52705798335191,89.8,normal,0,0,0
26O CL0,2024-08-15 21:33:50.026066,-72.00421061828816,148.6383397497791,113.78,collision,0,1,0
TQZ-5088,2023-12-03 21:50:01.040556,77.33929836604494,-60.59041837561553,11.87,lane_change,0,0,1
3-88319,2024-05-07 13:00:00.496143,-31.064044977347855,-43.26778461451181,36.74,normal,0,0,0
952 DPP,2024-09-09 22:31:42.341202,-60.935709215110556,-14.51930818126965,83.16,collision,0,1,0
E90 9OK,2024-08-26 00:14:44.919375,-6.886640670889292,-128.81391336162733,74.02,collision,0,1,0
T44 3BB,2024-07-25 04:17:14.214327,25.34172978615392,114.42824022439345,37.81,braking,1,0,0
LQQ 831,2024-08-27 22:31:43.142560,-15.307100298430896,59.08839007200521,110.6,braking,1,0,0
NKQ-4449,2023-10-21 16:27:04.759160,28.417174228506212,-76.82805447479527,69.46,lane_change,0,0,1
020 9KA,2024-07-07 01:37:15.838494,29.675532030105117,-61.395890966468215,93.63,normal,0,0,0
RJV6560,2024-07-21 01:56:59.411776,-11.626779115102593,-95.11083983620321,18.41,lane_change,0,0,1
6-04324,2023-12-07 15:43:44.730542,-17.46169750778803,-58.78287467551645,65.82,lane_change,0,0,1
LEG 073,2024-08-20 22:12:09.322105,33.71978127671953,145.50127690592166,104.32,collision,0,1,0
071-QKC,2024-09-05 20:49:49.014482,9.082760952973018,-21.623125883324008,102.89,normal,0,0,0
HNL-5651,2023-12-14 14:55:21.706528,19.830896450826685,-13.858071621007099,72.85,normal,0,0,0
ZWP8249,2023-12-29 08:06:55.871069,-71.87276998909574,-173.7343806734034,35.89,normal,0,0,0
578 XTT,2024-04-16 22:05:55.166188,34.30511369036992,-71.69758959961266,13.85,braking,1,0,0
041-QRC,2023-09-21 00:44:44.938308,87.97376850661877,-55.63584177743964,37.63,normal,0,0,0
291 JAL,2024-08-28 22:35:59.255255,-87.31422129720436,79.9281421937905,106.78,normal,0,0,0
DSK 437,2023-11-16 00:22:03.368933,-67.5948275652551,-115.76313875327338,61.31,lane_change,0,0,1
61-2153Y,2024-05-24 22:57:23.490543,13.644184509402393,-127.97601633265026,86.73,collision,0,1,0
036-UKS,2024-08-25 13:06:24.023079,-84.97163179363356,167.93849859113823,83.19,normal,0,0,0
0JB D76,2023-09-29 13:51:08.545189,-72.31809114129732,101.28222662456159,25.56,normal,0,0,0
Q 886417,2024-08-31 09:40:14.885435,-38.58517189493996,85.85938346531537,1.71,braking,1,0,0
489R,2024-05-30 15:22:52.939210,-29.37135100512348,10.316832336648929,50.88,collision,0,1,0
7DEZ504,2024-07-28 01:36:40.465348,-12.562846286866133,-160.94314922397947,49.9,lane_change,0,0,1
833 PLG,2023-09-26 04:35:12.322756,64.13917798969544,47.08880534299223,59.79,braking,1,0,0
WWN 7953,2023-11-19 10:00:33.671422,18.317784871694172,-145.69057875631648,116.58,braking,1,0,0
RH 7977,2024-04-14 18:47:19.361294,-65.44373583688639,-172.72706393391763,11.99,normal,0,0,0
328-XPDW,2024-04-18 05:23:55.513834,-68.83678890036062,-15.520087324908928,9.23,braking,1,0,0
HBL 413,2024-06-17 05:53:30.111367,10.918661184817196,-168.26344890351362,81.48,lane_change,0,0,1
8553 EG,2024-04-08 12:10:08.002868,-69.21273918455215,-165.97397874310994,114.52,lane_change,0,0,1
0W 73122,2024-03-13 22:25:10.080198,-57.80075427186277,152.63953657175784,40.61,lane_change,0,0,1
60-K185,2024-09-06 03:26:57.379908,-89.21001951529273,-150.29588024682184,111.35,collision,0,1,0
FIV-4068,2023-12-05 06:55:37.288886,62.58801177303465,178.08856765044897,51.63,normal,0,0,0
SUL 949,2024-03-24 01:59:38.989885,-34.351917798829,103.17133108785106,7.32,normal,0,0,0
KIK 962,2024-06-30 22:03:17.013424,-62.87117466818121,-144.50186037124138,26.09,collision,0,1,0
9WI 101,2024-06-13 13:35:36.653055,-39.9634068280539,-58.65982224987074,110.01,lane_change,0,0,1
640 QU9,2024-03-19 19:25:25.533443,76.84479215538366,-148.9566782347852,65.92,normal,0,0,0
23-GW35,2023-12-29 13:11:17.082156,-68.68966955553307,147.10621990404053,100.57,collision,0,1,0
WSV O82,2024-04-03 16:07:08.332554,43.73008499278964,53.64787928716274,15.26,normal,0,0,0
6PFB053,2024-07-15 17:21:50.894746,-19.8681860749997,-148.06517641640482,78.37,lane_change,0,0,1
452FME,2024-02-12 09:34:26.510139,-40.71698063063533,-42.84758303961479,31.15,lane_change,0,0,1
452-RKS,2024-05-05 04:11:21.070113,-67.85618356730821,-98.65099950876159,118.33,collision,0,1,0
N64 2WP,2024-05-24 22:15:41.085977,-29.785031792354495,51.483886621280334,107.78,normal,0,0,0
MRZ 621,2024-06-18 22:04:10.595757,-3.1897543826251535,172.3262167841247,33.19,collision,0,1,0
98Q X92,2024-07-02 21:13:24.157328,50.317213725919345,-106.07867255185246,89.55,collision,0,1,0
WZA-3139,2023-10-11 03:00:43.429974,-54.81524631992373,-56.064619526177694,17.13,collision,0,1,0
287 KGZ,2024-04-07 21:27:03.392055,-20.027899432919313,-15.955974211882733,41.8,collision,0,1,0
6A M4967,2024-09-06 21:49:41.643676,-56.06123092071261,147.98192680030843,23.01,normal,0,0,0
154-NCQ,2024-06-21 02:26:28.705380,-64.94989297003333,-47.42400285753382,27.18,braking,1,0,0
116MX,2024-06-03 04:59:04.119747,63.30050057212202,-110.90619754863576,40.71,collision,0,1,0
D33-36Q,2024-02-12 10:13:42.687562,45.66938406355521,-0.38033047893449634,109.28,collision,0,1,0
QP 7812,2024-03-03 08:27:03.731024,57.16568119727276,-132.9647431948552,75.09,normal,0,0,0
720 9BO,2024-09-06 20:49:57.954350,89.8730029693258,164.26218083845038,43.35,lane_change,0,0,1
KUL 199,2024-01-18 20:02:32.144197,-29.31013009382678,128.42665986073592,1.04,normal,0,0,0
8HJ 076,2024-01-11 22:02:08.806870,-21.836460985966028,-63.787333030399,110.28,collision,0,1,0
RUY-4482,2023-11-29 09:58:08.942606,31.38178512898739,-118.84293040895679,50.89,normal,0,0,0
LXO 863,2024-02-29 11:37:29.699712,-53.22445297074807,-24.261391519612914,115.49,normal,0,0,0
284 HIX,2024-04-10 15:11:56.734272,72.223987304583,113.53418755238204,7.71,normal,0,0,0
UTE 772,2023-10-06 15:24:02.787907,24.60029592023389,39.12033516484851,19.82,braking,1,0,0
AYS-336,2023-09-19 06:40:09.574346,-80.43112098376606,176.15778438775914,87.15,collision,0,1,0
FO2 3121,2024-06-24 20:54:23.886615,-75.44740256060368,-81.8823413741165,20.61,collision,0,1,0
OFX 473,2024-04-02 13:22:38.993914,4.691438630486786,-23.11428219720031,108.19,lane_change,0,0,1
ZOY 073,2023-12-14 15:11:50.481877,50.838399711741516,-0.3647153722617418,115.39,lane_change,0,0,1
320 XNB,2024-02-15 03:13:50.101786,-60.00425183376275,130.62683994212244,110.97,normal,0,0,0
EKQ-780,2024-01-31 06:05:17.634680,-68.36105765526433,46.359226314878754,93.85,collision,0,1,0
183 DOO,2024-07-22 00:35:40.543334,86.94804847587793,-168.30664264796616,34.85,lane_change,0,0,1
9M 62396,2024-04-16 11:30:48.781373,-22.49189618586736,-6.577698596570002,25.82,braking,1,0,0
DW 3752,2023-10-07 02:13:10.599166,-33.117102811607175,-103.51292713651966,115.49,normal,0,0,0
74LF845,2024-05-25 19:14:51.100230,-34.269044068574296,-23.057525752615817,108.34,lane_change,0,0,1
LY-2972,2024-04-18 21:05:38.407058,30.823056084458926,-174.08544111547712,93.25,lane_change,0,0,1
NO2 8191,2024-06-26 13:18:36.192160,-76.25407432667069,140.65334533780907,44.75,lane_change,0,0,1
9IJ 217,2024-03-14 03:38:27.857294,-68.09163828314064,158.2699698133993,86.76,collision,0,1,0
145 WJM,2024-08-04 14:28:22.842878,78.63256756435362,-83.48472818485833,116.91,normal,0,0,0
ARI-6276,2024-07-16 07:54:17.340363,-62.52738841176013,-70.89080856276972,36.66,lane_change,0,0,1
878K8,2023-10-21 05:30:15.697462,2.803964185894003,-97.96927631256867,38.94,braking,1,0,0
KWW-1664,2024-03-06 01:54:25.989788,7.496908172308238,71.58901449157534,70.93,lane_change,0,0,1
XG6 A1U,2024-04-10 22:20:16.137780,-74.90195302545999,145.35323308792147,46.08,lane_change,0,0,1
GCD-2463,2023-10-19 16:22:24.046472,14.26617232530809,-106.30117578748896,99.13,braking,1,0,0
01J•104,2024-08-03 19:04:06.449607,-53.095203096396155,178.9595101552341,11.19,lane_change,0,0,1
812 1EO,2024-08-08 22:01:19.796120,3.6613997425100138,23.81870039514149,117.14,braking,1,0,0
ZBX 562,2023-10-21 21:25:27.639650,-47.2451878451186,172.8456203160141,44.47,normal,0,0,0
0-02759,2024-06-16 22:47:33.569877,82.75476024181083,-12.640241126864197,93.86,collision,0,1,0
2J907,2024-06-14 17:38:09.004627,15.589439513971712,164.15573696508613,35.03,lane_change,0,0,1
OHY-8972,2024-03-09 04:39:23.187452,-70.43586598588416,-156.29305414632813,118.55,braking,1,0,0
U62 4AM,2024-07-10 01:45:52.794312,28.73865203641394,-62.740640765900935,101.79,braking,1,0,0
QFZ9569,2024-01-20 23:03:11.113986,-10.160238740430955,-7.193963725261511,31.93,lane_change,0,0,1
69AX779,2023-12-08 20:52:05.312802,7.450764587701073,-51.725451672049616,96.81,collision,0,1,0
IJV-246,2024-02-01 20:56:50.451034,-59.59932245845779,166.55505267822554,24.56,braking,1,0,0
0I 85529,2024-01-16 15:08:49.684222,43.30440644706812,-58.7570922440669,94.39,lane_change,0,0,1
891-SNY,2023-11-11 17:32:56.267069,74.05277092982499,122.26202596768985,15.51,braking,1,0,0
428-KVG,2024-01-14 12:43:59.682192,-24.10946764036096,60.98448573301002,53.68,collision,0,1,0
CCR-017,2024-01-12 13:22:43.634236,42.97179851084337,77.77146042090004,108.44,lane_change,0,0,1
1F DC545,2024-03-14 20:14:16.106297,-27.364458304182655,-84.44560020791288,77.99,lane_change,0,0,1
MLB-7164,2024-04-23 07:48:53.293540,-28.607974094176598,131.1022920547469,56.97,lane_change,0,0,1
TJE 224,2024-01-03 09:40:09.882391,2.9708316265701455,-142.23791280748412,21.43,braking,1,0,0
53Z 4177,2024-02-23 21:12:09.851080,68.36874295779799,-163.99732477732786,67.47,braking,1,0,0
796411,2024-08-15 01:53:24.549318,9.518911614361102,87.84014736258428,9.31,braking,1,0,0
HNB 271,2023-11-30 14:56:38.697141,-67.54703609560485,-104.91417226727359,97.7,braking,1,0,0
93FJ923,2024-03-23 18:07:25.914169,-72.95907226552575,-81.3378543235268,56.09,lane_change,0,0,1
768 YGB,2024-01-17 17:17:57.853256,-41.04520975594252,-46.73047143951237,115.94,normal,0,0,0
456XDU,2024-02-06 14:18:38.341195,40.744961581591724,77.01298741442037,42.09,collision,0,1,0
042 DIL,2024-07-16 13:07:51.844626,-31.43083267053717,127.71779382926019,73.19,braking,1,0,0
5ZI9257,2024-07-13 15:08:43.983409,81.07507390782865,-7.696050195526027,0.35,collision,0,1,0
AU-8446,2023-10-01 04:58:23.223705,-86.3779909344438,-168.36826190911762,60.97,collision,0,1,0
276T5,2024-06-29 22:21:58.245267,54.829530584826784,-138.1775552713233,117.91,collision,0,1,0
B 831377,2024-05-27 01:14:21.503559,51.70165532153126,-76.55192238405137,44.72,lane_change,0,0,1
095GI,2024-03-31 16:39:46.131905,-12.934549965290287,-164.3792449534464,19.78,braking,1,0,0
9KC A85,2024-02-06 15:54:33.257420,-73.37173517187433,45.32627346737223,119.39,braking,1,0,0
0XM N12,2024-03-22 19:37:03.626201,43.10556560599835,111.98568546237499,89.48,normal,0,0,0
HVB 341,2023-09-17 06:53:12.153357,20.317821487863654,91.2986129447383,72.87,collision,0,1,0
974MHZ,2024-03-09 23:11:13.864559,-46.3189362998195,-76.67917224991024,102.25,normal,0,0,0
135480,2024-07-02 18:09:26.694900,29.015807161241497,68.51735308402078,24.17,normal,0,0,0
472 5987,2023-12-25 15:47:07.434336,82.07760564980134,106.14493894256157,5.03,braking,1,0,0
VSR-4657,2023-12-12 00:46:56.170957,23.45411697704496,-121.10740154609641,8.79,braking,1,0,0
375S4,2024-05-20 12:06:55.877872,-65.64296943941841,175.26589934893957,119.04,lane_change,0,0,1
7J N6380,2023-10-13 07:54:09.233211,-35.7352623878508,-124.70017270687399,86.65,lane_change,0,0,1
TW 29462,2024-03-23 17:05:19.753267,36.687448706238854,120.18120633414566,20.87,lane_change,0,0,1
6ZE 538,2023-12-11 11:08:22.450531,18.008622325372087,-41.01825629976719,13.0,braking,1,0,0
2-6881P,2024-09-04 09:29:15.994950,41.997903091301936,27.217318221420214,19.97,normal,0,0,0
569-AYX,2024-09-02 23:26:37.420518,-76.42066093149218,-51.42106965608883,77.66,collision,0,1,0
NLQ 300,2023-11-07 02:11:01.973356,2.954292451348749,-119.48244315956346,63.65,braking,1,0,0
7U E8865,2024-01-13 22:43:59.973797,-54.17377634901554,-24.21677815425781,91.14,braking,1,0,0
19CQ693,2024-01-01 12:25:11.233568,67.57409804161776,-79.10007565375888,5.75,collision,0,1,0
PCW 217,2024-06-04 18:15:21.320391,-16.787360737984812,119.20056952693977,78.47,lane_change,0,0,1
ZMQ-4057,2024-07-11 03:22:54.832961,2.6959921772909325,-101.86353575742508,78.53,lane_change,0,0,1
2-D7541,2024-03-24 11:51:22.131898,-44.28456699250945,127.13335471971482,89.18,collision,0,1,0
ZWJ 950,2024-01-07 05:15:24.833264,-36.2672225738129,-91.24626612209752,103.55,lane_change,0,0,1
94D 4886,2024-06-17 23:25:01.229631,-78.9583333671626,34.81280693816262,21.65,braking,1,0,0
02-Q081,2024-07-13 22:29:50.006727,36.279134762696785,8.836200869037697,97.23,lane_change,0,0,1
974-FXU,2024-08-14 06:05:50.212799,-61.36504862676287,59.006156303292585,116.95,lane_change,0,0,1
7H 8567K,2023-10-22 00:45:08.526811,1.0449060789728577,27.895122081487244,21.72,lane_change,0,0,1
8CB H54,2024-08-31 14:45:54.354696,61.33419892892826,153.11993449030643,46.46,braking,1,0,0
777 5KG,2024-02-21 10:55:48.280229,0.9997424041957856,-162.96913661076275,93.43,braking,1,0,0
0N CY192,2023-10-11 13:09:55.569907,40.22403080903439,-0.8351334719799013,111.87,braking,1,0,0
5JP1818,2024-03-29 01:54:08.789793,-65.15637850421933,86.3978572657578,84.14,normal,0,0,0
825 JC8,2024-07-21 18:20:32.724181,37.330706267819735,89.27663522874349,84.01,lane_change,0,0,1
8N RU442,2024-08-28 15:18:50.313548,76.79509044684227,-67.2552378433058,115.52,braking,1,0,0
2IB07,2024-05-27 20:41:35.409386,3.618453120696742,-119.66628381593429,80.87,lane_change,0,0,1
6LK 920,2024-05-13 09:19:24.129779,-29.485648347711617,-141.1589977039545,93.56,collision,0,1,0
9VY17,2023-10-17 14:34:14.638260,-13.649730627130012,-168.42547060218345,51.36,lane_change,0,0,1
HHA 794,2024-03-20 21:55:03.697186,-79.75134964256638,92.34814097208641,98.09,braking,1,0,0
3Y 8Z6AJF,2023-11-20 12:08:52.978244,31.121635860785844,-127.45338574196765,12.47,lane_change,0,0,1
325 SEG,2024-05-18 11:21:52.445759,57.97688156981769,-174.33621398475321,3.92,braking,1,0,0
249 AQP,2024-07-11 13:13:31.194222,41.96076649159849,115.03408469486703,117.78,lane_change,0,0,1
454 9835,2023-09-22 00:49:57.156608,-35.59952473930669,80.70602118202436,119.79,normal,0,0,0
187 6LJ,2023-12-26 07:09:10.868808,-11.363927467290722,134.6096381918714,3.73,collision,0,1,0
590 0602,2023-10-05 07:33:52.793551,-54.6267722023269,52.82615233472902,61.75,braking,1,0,0
CLU-6923,2024-01-30 15:45:23.355962,35.05875991268758,169.12970648771744,9.76,normal,0,0,0
1-17510,2024-02-19 16:38:50.839154,1.931045004361053,45.879417229899445,111.77,normal,0,0,0
444-AGV,2024-04-21 00:23:08.958488,-18.65434316570456,91.35523634246795,7.59,collision,0,1,0
QB 13589,2024-02-06 04:39:35.947682,-4.35970277528682,31.353799316096143,50.4,normal,0,0,0
96I OK7,2024-06-23 15:38:53.213919,60.632875689209044,1.1704296127498424,51.1,braking,1,0,0
2QEQ 37,2024-03-09 07:07:38.012923,37.03448341666517,-171.48754069775887,14.37,normal,0,0,0
544E1,2023-11-16 17:02:26.924368,-66.29113016664513,163.00186362800014,23.3,collision,0,1,0
930 XAZ,2023-11-07 12:24:32.823215,42.382267511456035,25.602062567969654,64.03,normal,0,0,0
848-DHA,2023-10-13 17:04:14.579171,-81.98824797951387,160.1982869531219,83.08,lane_change,0,0,1
NJX 9239,2024-03-27 11:53:52.041470,36.70730267332928,2.815632027583092,55.04,collision,0,1,0
337 JKG,2023-10-31 12:59:03.656301,69.08329398669525,-116.53490211924192,43.96,collision,0,1,0
787 LER,2023-12-15 04:39:19.686922,-10.958327510290047,-1.2520853149792117,61.01,normal,0,0,0
370 IAZ,2024-05-07 00:38:14.057671,2.803965540860247,115.28609195435365,104.84,braking,1,0,0
332 8WB,2024-01-14 06:43:09.784217,26.276287148093218,-171.5132629573453,63.88,collision,0,1,0
76V P81,2023-10-18 01:26:33.039104,-16.779624167772795,-177.1622790910596,16.91,normal,0,0,0
MGT-009,2024-05-06 18:38:26.275802,67.3671590975359,45.455200926704066,51.39,collision,0,1,0
3277 BB,2024-01-03 06:36:01.231407,17.811717136055933,10.77826341333585,97.49,lane_change,0,0,1
1H022,2024-02-10 13:35:51.995797,33.213489170392734,-90.67587369989985,92.54,braking,1,0,0
QJT 299,2024-04-14 23:08:46.515869,-36.43375396764155,144.53232565706895,34.12,lane_change,0,0,1
PTY 927,2024-07-19 01:58:39.621765,-60.424517055175485,110.76160648587575,103.46,lane_change,0,0,1
ZEW 422,2024-08-12 22:27:08.970533,79.54081125099762,27.92856444791363,117.04,lane_change,0,0,1
8BMR069,2023-09-30 15:25:03.697060,45.81151579466035,129.48905652150904,79.72,collision,0,1,0
WSA 684,2024-06-18 02:07:56.647338,-19.140797884973935,160.83390375927917,99.01,normal,0,0,0
894 5TH,2024-07-28 05:28:46.118135,5.920292891409574,-94.77050721630611,22.8,normal,0,0,0
32T•750,2023-10-28 00:27:16.025584,76.28282532583998,-117.87506503111362,81.37,lane_change,0,0,1
20Z I79,2024-08-17 03:43:55.512399,-38.06606414955898,109.75728940428928,28.41,normal,0,0,0
D20 2UL,2024-04-14 05:16:12.140004,8.732693645444527,-144.55232620372578,54.62,collision,0,1,0
253 QRB,2024-04-17 05:51:30.038991,46.411809498399236,-46.37784547864004,1.67,normal,0,0,0
122-IGE,2024-07-04 03:58:42.363464,-58.89188292841446,48.555697411709644,63.36,collision,0,1,0
BDZ 323,2024-09-04 23:09:40.492121,20.225948440211255,-150.2234774836929,80.12,collision,0,1,0
E89-FUR,2024-05-04 18:01:39.056435,-23.5140671867415,48.30906523467752,95.36,lane_change,0,0,1
O35-56M,2023-12-05 04:51:00.172713,22.071105146108366,-68.20116727001823,75.26,braking,1,0,0
LUJ 195,2023-10-05 17:16:01.713540,-1.3097776142346476,97.97569738324387,76.73,normal,0,0,0
306655,2024-09-08 15:32:35.765004,-41.03581712423428,42.79789531183667,96.22,normal,0,0,0
246-YGS,2024-03-13 03:57:21.363398,19.73548537398304,166.2141242242077,84.85,collision,0,1,0
8SR X93,2024-01-19 09:17:51.712705,-39.395437767962314,108.67341670001952,54.54,braking,1,0,0
FVJ-9164,2024-09-04 01:44:52.685894,-54.16733090175552,154.233640365547,18.33,collision,0,1,0
IZK 959,2024-07-04 10:30:59.053825,-70.01775394952324,-149.61164765164676,119.97,collision,0,1,0
DPM8025,2024-09-04 01:27:07.904563,33.22702924303266,-50.42072756100609,118.76,normal,0,0,0
561 QYY,2024-07-19 16:18:57.797356,-58.17560918728472,-137.2893179028,113.8,normal,0,0,0
FAE4056,2023-10-10 19:48:39.778256,15.797378804828114,-23.30383839892656,100.71,lane_change,0,0,1
113-IJG,2023-11-11 10:03:55.586055,56.20414341168549,168.11295030646158,64.19,collision,0,1,0
9BP 401,2024-01-20 23:40:41.149676,-41.02165741930437,150.72711630684955,98.73,braking,1,0,0
QVY 570,2024-04-10 23:51:06.756211,-0.2500310576070035,79.87337347717403,107.69,braking,1,0,0
UI6 Q8X,2024-08-13 06:29:57.292389,-85.7443837843787,-87.35731049255821,80.23,normal,0,0,0
ZPJ 588,2024-03-12 23:50:46.613176,13.92287768309832,-30.852966633154267,10.66,lane_change,0,0,1
C88 3NZ,2024-09-04 14:50:48.389024,-28.537763370444658,85.6952168473029,98.95,collision,0,1,0
WUO-1951,2024-02-21 17:06:02.442659,33.68050417914809,-133.62449508452994,69.19,braking,1,0,0
7790 DX,2024-05-11 18:21:12.909470,43.474954463187544,154.35791132570722,101.89,braking,1,0,0
2BCV 32,2024-05-30 01:56:41.787951,-35.1894930087009,3.7398671752101222,34.16,lane_change,0,0,1
526V,2024-01-27 22:57:19.831909,-65.76085535214169,-48.10022322385797,14.24,braking,1,0,0
6K 40888,2024-09-09 01:55:55.641025,30.450082330834775,-41.105077748613496,93.38,normal,0,0,0
2UY0343,2024-07-02 13:38:43.071036,59.96753472701019,-61.99430686855263,40.53,collision,0,1,0
VO2 D3D,2023-12-17 12:45:15.568433,-82.44063818184652,133.6421156581867,26.05,lane_change,0,0,1
NPC-796,2023-10-17 03:12:34.663053,-60.355498048578596,-166.31801865289498,94.61,braking,1,0,0
2N 9T8BAV,2024-02-29 18:08:08.640061,41.54539939949703,-9.353251177375029,98.13,collision,0,1,0
3WE1357,2024-08-21 07:38:45.164968,53.53419671427551,-126.0472936933537,5.43,collision,0,1,0
99Y CS2,2024-01-20 09:29:45.103642,-23.78944211794149,-98.6810008772912,77.69,braking,1,0,0
PYG6831,2023-11-07 19:18:25.322857,68.64213213944538,-12.732198687288502,2.7,braking,1,0,0
